title,type,source,theme,date,body,link
Ukraine: Civilian casualties as of 24:00 14 August 2022 [EN/RU/UK],News and Press Release,OHCHR,"Mine Action
Protection and Human Rights",15 Aug 2022,"Ukraine: civilian casualty update 15 August 2022 *, Date: 15 August 2022, From 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 14 August 2022, the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 13,212 civilian casualties in the country: 5,514 killed and 7,698 injured. This included:, Civilian casualties in Ukraine from 24 February to 14 August 2022 (individual cases verified by OHCHR), per month, Most of the civilian casualties recorded were caused by the use of explosive weapons with wide area effects, including shelling from heavy artillery, multiple launch rocket systems, missiles and air strikes., OHCHR believes that the actual figures are considerably higher, as the receipt of information from some locations where intense hostilities have been going on has been delayed and many reports are still pending corroboration. This concerns, for example, Mariupol (Donetsk region), Izium (Kharkiv region), Lysychansk, Popasna, and Sievierodonetsk (Luhansk region), where there are allegations of numerous civilian casualties.
Civilian casualties from 1 to 14 August 2022 (individual cases verified by OHCHR), From 1 to 14 August 2022, OHCHR recorded 585 civilian casualties:, This included:, Per type of weapon/incident:, The UN Human Rights Monitoring Mission in Ukraine, Since 2014, OHCHR has been documenting civilian casualties in Ukraine. Reports are based on information that the UN Human Rights Monitoring Mission in Ukraine (HRMMU) collected through interviews with victims and their relatives; witnesses; analysis of corroborating material confidentially shared with HRMMU; official records; open-source documents, photo and video materials; forensic records and reports; criminal investigation materials; court documents; reports by international and national non-governmental organisations; public reports by law enforcement and military actors; data from medical facilities and local authorities. All sources and information are assessed for their relevance and credibility and cross-checked against other information. In some instances, corroboration may take time. This may mean that conclusions on civilian casualties may be revised as more information becomes available and numbers may change as new information emerges over time. Statistics presented in the current update are based on individual civilian casualty records where the “reasonable grounds to believe” standard of proof was met, namely where, based on a body of verified information, an ordinarily prudent observer would have reasonable grounds to believe that the casualty took place as described., * An increase in figures in this update compared with the previous update (as of 7 August 2022) should not be attributed to civilian casualties that occurred from 8 to 14 August only, as during these days OHCHR also corroborated casualties that occurred on previous days. Similarly, not all civilian casualties that were reported from 8 to 14 August have been included into the above figures. Some of them are still pending corroboration and if confirmed, will be reported on in future updates., ENDS",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-14-august-2022-enruuk
Ukraine: 2022 Flash Appeal Funding Snapshot - 15 August 2022,Infographic,OCHA,Contributions,15 Aug 2022,,https://reliefweb.int/report/ukraine/ukraine-2022-flash-appeal-funding-snapshot-15-august-2022
Terms of Reference for National GBV Sub-Cluster (August 2022),Manual and Guideline,Protection Cluster,Protection and Human Rights,15 Aug 2022,"From 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 7 August 2022, the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 12,867 civilian casualties in the country: 5,401 killed and 7,466 injured. The conflict has caused the world’s fastest growing displacement crisis since World War II, with nearly 13 million people uprooted in less than two months. Over a quarter of Ukraine’s population have fled their homes, including more than 7.7 million people now estimated to be internally displaced and over 5.2 million people who have crossed borders to seek security and safety in other countries, most of them women and children.(OCHA Ukraine Flash Appeal March-August 2022). The war is impacting women and men in different ways and is exacerbating pre-existing inequalities, according to a Rapid Gender Analysis by UN Women and CARE. Ukraine’s population has a distinctly gendered profile, with 54 per cent women and 46 per cent men, including a particularly large population of older females. Prior to the escalation of the war, 71 per cent of the heads of households in Government controlled areas were female. Women from groups in vulnerable situations are being left behind and disproportionately affected by disruptions caused by war, while the displacement and refugee flow is largely gendered. The threat of gender based violence—including conflict-related sexual violence, sexual exploitation and abuse (SEA) and human trafficking—has risen exponentially since the war began. Two thirds of women in Ukraine had experienced some form of gender-based violence in their lifetime before the conflict and the deterioration of the security context has sharply increased the risk of multiple forms of violence, Gender-Based Violence has been identified as a critical protection concern in Ukraine emergency with the absence of clear and confidential reporting mechanisms reported cases of violence have become a great problem while lack of official statistics on cases of GBV represents a major concern. In addition, the current risk of continued incidence of GBV, including sexual violence, remains high. Women and girls IDPs are especially vulnerable., The GBV Sub-Cluster is part of the Protection Cluster and, through it, is fully accountable to the Humanitarian Coordinator",https://reliefweb.int/report/ukraine/terms-reference-national-gbv-sub-cluster-august-2022
Terms of Reference for National GBV Sub-Cluster (August 2022),Manual and Guideline,UNHCR,Protection and Human Rights,15 Aug 2022,"From 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 7 August 2022, the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 12,867 civilian casualties in the country: 5,401 killed and 7,466 injured. The conflict has caused the world’s fastest growing displacement crisis since World War II, with nearly 13 million people uprooted in less than two months. Over a quarter of Ukraine’s population have fled their homes, including more than 7.7 million people now estimated to be internally displaced and over 5.2 million people who have crossed borders to seek security and safety in other countries, most of them women and children.(OCHA Ukraine Flash Appeal March-August 2022). The war is impacting women and men in different ways and is exacerbating pre-existing inequalities, according to a Rapid Gender Analysis by UN Women and CARE. Ukraine’s population has a distinctly gendered profile, with 54 per cent women and 46 per cent men, including a particularly large population of older females. Prior to the escalation of the war, 71 per cent of the heads of households in Government controlled areas were female. Women from groups in vulnerable situations are being left behind and disproportionately affected by disruptions caused by war, while the displacement and refugee flow is largely gendered. The threat of gender based violence—including conflict-related sexual violence, sexual exploitation and abuse (SEA) and human trafficking—has risen exponentially since the war began. Two thirds of women in Ukraine had experienced some form of gender-based violence in their lifetime before the conflict and the deterioration of the security context has sharply increased the risk of multiple forms of violence, Gender-Based Violence has been identified as a critical protection concern in Ukraine emergency with the absence of clear and confidential reporting mechanisms reported cases of violence have become a great problem while lack of official statistics on cases of GBV represents a major concern. In addition, the current risk of continued incidence of GBV, including sexual violence, remains high. Women and girls IDPs are especially vulnerable., The GBV Sub-Cluster is part of the Protection Cluster and, through it, is fully accountable to the Humanitarian Coordinator",https://reliefweb.int/report/ukraine/terms-reference-national-gbv-sub-cluster-august-2022
Generic GBViE Referral Pathway in Ukraine - August 2022 [EN/UK],Manual and Guideline,Protection Cluster,"Coordination
Gender
Protection and Human Rights",12 Aug 2022,"GBV has severe physical, psychological and social consequences that often require information and care from multiple service providers. A referral is a process that safely and confidentially links GBV survivors and women and girls at risk of experiencing GBV to supportive services such as GBV case management, healthcare, psychosocial support, safety/security services, legal assistance, and economic support., This referral pathway describes the process, principles and contacts for GBV specialists to make referrals to other essential services for GBV survivors. Specialized GBV actors included in this referral pathway commit to upholding GBV guiding principles, including the survivor-centered approach and have the capacity to make and receive referrals of survivors and provide quality services in accordance with the GBV Minimum Standards., Non-GBV frontline workers are encouraged to refer survivors to GBV case management organizations, GBV national Hotlines and/or GBV Psychosocial Mobile Teams (PSS MTs) identified by the GBV SC as a first point of entry. Detailed information on steps to safely handle a disclosure and refer survivors is available in the Pocket Guide, and key elements are summarized at the end of this document.",https://reliefweb.int/report/ukraine/generic-gbvie-referral-pathway-ukraine-august-2022-enuk
Generic GBViE Referral Pathway in Ukraine - August 2022 [EN/UK],Manual and Guideline,UNHCR,"Coordination
Gender
Protection and Human Rights",12 Aug 2022,"GBV has severe physical, psychological and social consequences that often require information and care from multiple service providers. A referral is a process that safely and confidentially links GBV survivors and women and girls at risk of experiencing GBV to supportive services such as GBV case management, healthcare, psychosocial support, safety/security services, legal assistance, and economic support., This referral pathway describes the process, principles and contacts for GBV specialists to make referrals to other essential services for GBV survivors. Specialized GBV actors included in this referral pathway commit to upholding GBV guiding principles, including the survivor-centered approach and have the capacity to make and receive referrals of survivors and provide quality services in accordance with the GBV Minimum Standards., Non-GBV frontline workers are encouraged to refer survivors to GBV case management organizations, GBV national Hotlines and/or GBV Psychosocial Mobile Teams (PSS MTs) identified by the GBV SC as a first point of entry. Detailed information on steps to safely handle a disclosure and refer survivors is available in the Pocket Guide, and key elements are summarized at the end of this document.",https://reliefweb.int/report/ukraine/generic-gbvie-referral-pathway-ukraine-august-2022-enuk
Remarks of the UN Humanitarian Coordinator for Ukraine Denise Brown on WFP vessel departure from Odesa,News and Press Release,UNCT Ukraine,Food and Nutrition,14 Aug 2022,"Thank you very much Minister; and thanks to the colleagues from the media for the opportunity to talk to you today., I arrived in Ukraine a week ago;, I arrived from a country whose population is suffering from conflict and lack of access to food – where mothers don’t know where the next meal for their children will come from., Mothers every where , we know, how unimaginable it is that a child goes hungry. Hunger is painful, physically painful, And in Ukraine, you are suffering from the scourge of war; a war that none of us understand., Take away our labels and our titles, we are all people at the end of the day, and we just don’t understand., Today we are connected through our shared humanity – and we nod our heads in admiration and respect for the people of Ukraine, and their fortitude and courage, But that is not enough, The Black Sea Agreement serves to support the farmers of Ukraine – yes it will take time, but the ships are moving now – Over the last two weeks, 14 commercial vessels were sent to the world’s market. Not enough, but the system is in place., It also supports hungry people across the world., This first shipment of humanitarian assistance, organized by the World Food Programme, enable the UN and our humanitarian partners to literally save lives and alleviate the suffering of millions of people who are now struggling to put food on their table in Ethiopia. The country has been severely hit by the worse drought the Horn of Africa has experienced in decades., Food sometimes just isn’t available or only available for those who have money to pay the increased cost., And what about the people of Ukraine, The war has severely impacted agriculture here in the country, leaving thousands of farmers without income and one in three families food insecure. The closure of the ports had left thousands of people without livelihood at a moment when the war was also devastating Ukraine’s economy., Now, today, we already have nearly 18 million people in the country who need humanitarian aid to survive. And the situation is getting worse by the day., Local, National and International partners are working to provide that assistance. We managed to reach nearly 12 million in the last six months, but we need to do more., And we will do more to work with the local organizations – those who were there from day 1., We need to reach people in need no matter where they are., Since the war began, the UN and our humanitarian partners have been prevented from sending supplies to areas temporarily beyond the control of the Government of Ukraine. It is imperative that we can provide assistance to everyone who needs it, no matter where they live., The winter months will soon be upon us – we are working together with the government and regional authorities on winterization – together we need to ensure the population of Ukraine has a safe, dignified and warm place., The partnership between the UN and Government of Ukraine is key to doing more.",https://reliefweb.int/report/ukraine/remarks-un-humanitarian-coordinator-ukraine-denise-brown-wfp-vessel-departure-odesa
JCC Operational Update: 2 more ships authorized for movement from Ukraine,News and Press Release,OCHA,Food and Nutrition,12 Aug 2022,"Black Sea Grain Initiative Joint Coordination Centre Operational Update, 12 August 2022, ISTANBUL - The Joint Coordination Centre (JCC) has authorized today the movement of two outbound vessels from Ukraine carrying a total of 14,914 metric tons of grain, through the maritime humanitarian corridor under the Black Sea Grain Initiative., The vessels authorized to move tomorrow, 13 August are:, MV THOE from Chornomorsk carrying 2914 metric tons of sunflower seeds with destination Tekirdag, Türkiye, MV FULMAR S from Chornomorsk with 12,000 metric tons of corn with destination Iskenderun, Türkiye, Today, the JCC has further inspected and cleared MV EFE and MV SARA to depart for the port of Odesa., Tomorrow, the joint inspections teams will inspect outbound MV RAHMI YAGCI at Marmara Sea., As per procedures agreed at the JCC, all participants coordinate with their respective military and other relevant authorities to ensure the safe passage of commercial vessels under the Black Sea Grain Initiative., The JCC will monitor closely the passage of those vessels through the maritime humanitarian corridor., Note to editors: The Joint Coordination Centre was established under the Black Sea Grain Initiative in Istanbul on 27 July 2022. It comprises senior representatives from Russia, Türkiye, Ukraine and United Nations and its role is to enable the safe transportation, by merchant ships, of grain and other foodstuffs and fertilizers from three key Ukrainian ports in the Black Sea to the rest of the world., Ismini Palla
OCHA
Black Sea Grain Initiative Joint Coordination Centre Media and Communications Officer
palla@un.org, media@jcc-secretariat.org
+962770996330",https://reliefweb.int/report/ukraine/jcc-operational-update-2-more-ships-authorized-movement-ukraine
"Operational Update: Supporting Mexico Rescue Efforts, Continued Relief for Ukraine and Kentucky",News and Press Release,Direct Relief,Health,12 Aug 2022,"Eleven countries supported with medical aid over past seven days., Over the past seven days, Direct Relief delivered 357 shipments of requested medical aid to 41 U.S. states and territories and 11 countries worldwide, including Ukraine., The shipments contained 25.6 million defined daily doses of medication, including insulin, wound care products, prenatal vitamins, cardiovascular medications, and more., This past week, Direct Relief and the Foreign Ministry of Mexico coordinated the delivery of nearly 1 ton of personal care items and 11 field medic packs to support the rescue efforts in Coahuila, Mexico where ten miners had been trapped after a collapse the previous week., In response to an oil tank explosion in Matanzas, Cuba, Direct Relief has been coordinating with the Pan American Health Organization (PAHO) to provide a shipment of 36 field medic packs, essential medicines, and additional supplies for their response. Direct Relief staff will continue to monitor the situation and respond accordingly., Additional shipments of insulin and Tetanus vaccine are being processed by Direct Relief for shipment to Kentucky in support of current flooding relief efforts., This week, Direct Relief welcomed a delegation from the Navajo Nation, including Attorney General Doreen McPaul and Deputy Attorney General Kimberly Dutcher, to its California headquarters to discuss a range of topics, including new initiatives and partnership growth opportunities, Since February 24, Direct Relief has provided medical aid to Ukraine weighing more than 1.8 million pounds, or 900 tons, with more on the way. Over the past seven days, shipments including PPE, cardiovascular and respiratory medications, insulin, and more departed Direct Relief’s warehouse in California bound for Ukraine., Recently, 18 field medical packs donated by Direct Relief were received and distributed by local NGO, Razom for Ukraine. The backpacks were distributed to first responders and healthcare providers in Ukraine., Additionally, a Direct Relief-donated ambulance equipped with stretcher, spine board, and wheelchair recently arrived in Odesa, Ukraine, to support first responders in the area., OPERATIONAL SNAPSHOT, WORLDWIDE, This week, Direct Relief shipped more than 24.3 million defined daily doses of medication outside the U.S., Countries that received medical aid over the past week included: Ukraine, Lebanon, Paraguay, Sierra Leone, Guatemala, India, Sudan, Mexico., UNITED STATES, Direct Relief delivered 341 shipments containing 1.3 million doses of medications over the past week to organizations, including the following:, Welvista, South Carolina, Society of St. Vincent de Paul dba St. Vincent de Paul Pharmacy, Texas, CommunityHealth, Illinois, Community Helping Hands Clinic, Georgia, Pancare of Florida, Inc., Malone, Florida, Open Arms Health Clinic, Texas, North Jefferson County Clinic Pharmacy, Texas, Friendship Medical Clinic, INC., South Carolina, Hands of Grace Medical Clinic, Georgia, Mountain Comprehensive Health Corporation, Kentucky",https://reliefweb.int/report/ukraine/operational-update-supporting-mexico-rescue-efforts-continued-relief-ukraine-and-kentucky
"Ukraine: 5W Operational Presence Map, As of 11 August 2022",Map,OCHA,Coordination,12 Aug 2022,,https://reliefweb.int/map/ukraine/ukraine-5w-operational-presence-map-11-august-2022
Ukraine: Humanitarian Response: Estimated People Reached (as of 11 August 2022),Infographic,OCHA,"Coordination
Education
Food and Nutrition
Health
Mine Action
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",12 Aug 2022,,https://reliefweb.int/report/ukraine/ukraine-humanitarian-response-estimated-people-reached-11-august-2022
Ukraine Humanitarian Supplies and Pipeline - 11 August 2022,Infographic,OCHA,"Agriculture
Coordination
Education
Food and Nutrition
Health
Logistics and Telecommunications
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",12 Aug 2022,,https://reliefweb.int/report/ukraine/ukraine-humanitarian-supplies-and-pipeline-11-august-2022
"LQAS health needs assessment in IDP settlements and host communities report, 2 August 2022",Assessment,CORUS,"Health
Water Sanitation Hygiene",2 Aug 2022,"Executive Summary, Russia invaded Ukraine on February 24th, 2022. This action marked a sharp escalation of the Russo-Ukrainian war which began in 2014. The invasion has produced Europe’s largest movement of people, internally from east to west in the country, and externally to neighboring countries. There are an estimated 15.7 million people affected by the war in Ukraine, of which 12.1 million are considered in need of humanitarian health care., Active conflict has affected the functionality of the health system and produce acute shortages of supplies and medicines. Additionally, war activities limit free mobilization of populations. All of this, resulting in an overall limitation to access of health services and medicines. Conversely, there is also an increase of internal and external displacement of people due to war-related activities. The abrupt displacement of people may increase the risk of disease, due to closer and more intense social mixing, poor quality shelter and WASH (water, sanitation, and hygiene) conditions., In May 2022, taking into consideration the Health Cluster requests, Corus International prepared and conducted a LQAS health needs assessment, to measure indicators related to its Program interventions in Ukraine. This LQAS household survey was implemented from 27th to 31st May 2022 and was taken as the baseline for Corus International Health Program in the following 5 locations where Corus supports existing sanatoriums managed by the Federation of Trade Professional Unions (FPU):, However, due to the critical need of more specific data backing up the focus on the East, South Central and North of the country, Corus International decided to carry out a second round LQAS health needs assessment in Kharkiv, Dnipropetrovsk and Rivnenska regions. Then the following 5 additional Sanatorium locations were selected from those three regions:, The LQAS survey used a modified WHO’s data collection tool, which allowed to measure Corus Health Program indicators. The data was collected with smart phones and tablets equipped with Kobo Collect software, which was pretested in the field, and adjusted to ensure accuracy, before training the data collection teams on its use. A server was set up to securely host all electronic data collected from the survey, and data were monitored daily for errors and quality. The total random sample size for the second LQAS assessment was 475 respondents. Data was collected by each interviewer through in-depth structured interviews. Data collection teams combined smart phone/tablet and paper-based questionnaire methods for interviewing. Data collection took place from the 8th to 13th July 2022. Corus analyzed all data sets using STATA V.12 and Excel. This document presents the findings of the second round LQAS health needs assessment., In the geographical locations included in the survey, almost 30% of households were internally displaced persons (IDPs); most of them (39.8%) living in collective premises with private sleeping quarters and sharing dining facilities (see table 2). Rest of participants lived in their own apartment or house. Yalynka (in the east part of the country) was the catchment area with the highest proportion of IDP (30.5%) followed by Roshcha (East) and Horyn (North) with 29.5% each of them. See Figure 1., Six out of 10 households included between 2 and 4 persons in each of the 5 catchment areas (see table 3), with more than 50% of them headed by a disabled persons (between 50.5% - 61.1%), followed by households headed by a person younger than 18 years of age (37.3%) and by households headed by a person older than 60 years of age (35.6%). The highest proportion of households headed by a person older than 60 years of age was found in Ber. Min. Vody and Roshcha catchment areas (East) (42.1% in each of them) (See Figure 2), while the highest proportion (4.2%) of households headed by a woman was found in Orlivschyna (South Central) followed by Roshcha (East) catchment area (1.1%) (see Figure 2).",https://reliefweb.int/report/ukraine/lqas-health-needs-assessment-idp-settlements-and-host-communities-report-2-august-2022
"LQAS health needs assessment in IDP settlements and host communities report, 20 June 2022",Assessment,CORUS,"Health
Protection and Human Rights
Water Sanitation Hygiene",20 Jun 2022,"Executive Summary, Russia invaded Ukraine on February 24th, 2022. This action marked a sharp escalation of the Russo-Ukrainian war which began in 2014. The invasion has produced Europe’s largest movement of people, internally from east to west in the country, and externally to neighboring countries. There are an estimated 15.7 million people affected by the war in Ukraine, of which 12.1 million are considered in need of humanitarian health care., Active conflict has affected the functionality of the health system and produce acute shortages of supplies and medicines. Additionally, war activities limit free mobilization of populations. All of this, resulting in an overall limitation to access of health services and medicines. Conversely, there is also an increase of internal and external displacement of people due to war-related activities. The abrupt displacement of people may increase the risk of disease, due to closer and more intense social mixing, poor quality shelter and WASH (water, sanitation, and hygiene) conditions., In May 2022, taking into consideration the Health Cluster requests, Corus International prepared a Detailed Implementation Plan (DIP) in the process of conducting a LQAS health needs assessment, which is used to assess indicators related to its Program interventions in Ukraine. This LQAS household survey has been taken as the baseline for Corus International Health Program in the following 5 locations where Corus International supports existing sanatoriums managed by the Federation of Trade Professional Unions (FPU):, The LQAS survey used a modified WHO’s data collection tool, which allowed to measure Corus Health Program indicators. The data was collected with smart phones and tablets equipped with Kobo Collect software, which was pretested in the field, and adjusted to ensure accuracy, before training the data collection teams on its use. A server was set up to securely host all electronic data collected from the survey, and data were monitored daily for errors and quality. The total random sample size for the LQAS assessment was 475 respondents. Data was collected by each interviewer through in-depth structured interviews of the respondents. Data collection teams combined smart phone/tablet and paper-based questionnaire methods for interviewing. Data collection took place from 27th to 31st May 2022. Corus analyzed all data sets using STATA V.12 and Excel., In the geographical areas included in the survey, almost 3 out 10 participants were internally displaced persons (IDPs); most of them living in collective premises with private sleeping quarters but sharing dining facilities. Rest of participants lived in their own apartment or house. Morshyn (West) was the catchment area with the highest proportion of IDP (45.3%) followed by Solnechnoe Zakaparttie and Myrhorod (33.7% and 24.2% respectively), also located in the western part of the ocuntry. Seven out of 10 households included between 2 and 4 persons, with 5 out of ten headed by a woman (53.3%), followed by households headed by a person older than 60 years of age (32.8%). The highest proportion of households headed by female and/or a person older than 60 years of age was found in Karpaty catchment area (62.1% and 36.8%, respectively), followed by Khmilnyk (central area) catchment area (52.6% and 34.7%, respectively)., The proportion of households with water and sanitation problems in the geographical areas included showed and average of 6.3%, predominantly related to water access. The catchment area with the highest need was Solnechnoe Zakarpattie (12.6%), followed by Khmilnyk (9.5%).",https://reliefweb.int/report/ukraine/lqas-health-needs-assessment-idp-settlements-and-host-communities-report-20-june-2022
"Black Sea Grain Initiative Joint Coordination Centre, Operational update (11 August 2022)",News and Press Release,OCHA,Food and Nutrition,11 Aug 2022,"11 August 2022, ISTANBUL - The Joint Coordination Centre (JCC) has authorized today the movement of two outbound vessels from Ukraine carrying a total of 63,200 metric tons of grain, through the maritime humanitarian corridor under the Black Sea Grain Initiative., The vessels authorized to move tomorrow, 12 August are:, MV STAR LAURA from Yuzhny (Pivdenniy) carrying 60,150 metric tons of corn with destination Bandar Imam Khomeini, Iran, MV SORMOVSKIY 121 from Chornomorsk with 3,050 metric tons of wheat with destination Tekirdag, Turkiye, The JCC has further authorized today the movement, pending inspections, of MV EFE and MV SARA with destination the port of Odesa. The two vessels will be inspected tomorrow at Marmara Sea, while an inspection will also be conducted at outbound vessel MV RAHMI YAGCI., Yesterday, 10 August, the joint inspection teams cleared three outbound vessels, MV ARIZONA, MV SACURA and MV MUSTAFA NACITI and two inbound vessels, MV PETREL S and MV BRAVE COMMANDER that are en route to Chornomorsk and Yuzhny (Pivdenniy) respectively., Today, the JCC inspected and cleared MV OCEAN LION., As per procedures agreed at the JCC, all participants coordinate with their respective military and other relevant authorities to ensure the safe passage of commercial vessels under the Black Sea Grain Initiative., The JCC will monitor closely the passage of those vessels through the maritime humanitarian corridor., Note to editors: The Joint Coordination Centre was established under the Black Sea Grain Initiative in Istanbul on 27 July 2022. It comprises senior representatives from Russia, Türkiye, Ukraine and United Nations and its role is to enable the safe transportation, by merchant ships, of grain and other foodstuffs and fertilizers from three key Ukrainian ports in the Black Sea to the rest of the world., Ismini Palla
OCHA
Black Sea Grain Initiative Joint Coordination Centre Media and Communications Officer
palla@un.org, media@jcc-secretariat.org +962770996330",https://reliefweb.int/report/ukraine/black-sea-grain-initiative-joint-coordination-centre-operational-update-11-august-2022
Vessel to collect first humanitarian wheat shipment under Ukraine grain deal,News and Press Release,UN News,Food and Nutrition,12 Aug 2022,"A UN-chartered vessel should soon arrive at the Ukrainian port of Yuzhny, also known as Pivdennyi, to collect wheat that will help feed millions of hungry people in the Horn of Africa, the World Food Programme (WFP) reported on Friday., This will be the first shipment of humanitarian food assistance under the Black Sea Grain Initiative signed last month by Ukraine, Russia and Türkiye., WFP said the development marks “another important step in efforts to reintegrate Ukrainian food into global markets and get it to countries worst affected by the global food crisis through both commercial and humanitarian avenues.”, The MV Brave Commander is expected to berth shortly at Yuzhny, located on the Black Sea., Supporting drought response, The ship departed the Turkish capital, Istanbul, on Wednesday after clearing inspection by the Joint Coordination Centre (JCC), the mechanism that supports implementation of the UN-brokered agreement on resuming grain exports from Ukraine., The JCC will monitor the movement of commercial vessels from Yuzhny and two other key Ukrainian ports: Odesa and Chornomorsk., WFP has purchased the wheat for its operations in Ethiopia, supporting drought response in the Horn of Africa where the threat of famine looms., The UN agency recently warned of the dire food security situation across the region, following four consecutive failed rainy seasons., The Horn of Africa is just one of many areas around the world where the near complete halt of Ukrainian grain and food on the global market has made life even harder for the families already struggling with rising hunger., A record 345 million people in 82 countries are now facing acute food insecurity, WFP said. Up to 50 million in 45 countries are at risk of being pushed into famine without humanitarian support., Off to a good start, The *Brave Commander *will discharge the wheat in Djibouti after clearing the JCC protocols in Istanbul on the outbound trip., The Black Sea Grain Initiative was signed on 22 July and so far, 12 vessels have been authorized to depart the Ukrainian ports, the senior UN official at the JCC told journalists this week., Frederick J. Kenney Jr., UN Interim Coordinator, said while there is still much work ahead, “we are off with a very good start”.",https://reliefweb.int/report/ukraine/vessel-collect-first-humanitarian-wheat-shipment-under-ukraine-grain-deal
Update 91 - IAEA Director General Statement on Situation in Ukraine (12 August 2022),News and Press Release,IAEA,Disaster Management,12 Aug 2022,"Ukraine has informed the International Atomic Energy Agency (IAEA) about new shelling in the area of the country’s Zaporizhzya Nuclear Power Plant (ZNPP), further underlining major nuclear safety and security risks at Europe’s largest such facility, Director General Rafael Mariano Grossi said today., Ukraine said the latest incident – following last week’s shelling at the ZNPP – took place on Thursday afternoon and caused some damage, including of radiation monitoring equipment at the plant’s fire station. Ukraine initially also reported that a scheduled shift change had to be stopped, but it later told the IAEA that personnel rotation was back to normal. There were no casualties at the plant and its safety systems were not damaged, Ukraine added., Based on the information provided by Ukraine, IAEA experts noted that systems important for nuclear safety and security had not been affected. Nevertheless, renewed shelling at or near the ZNPP was deeply troubling for nuclear safety and security at the six-reactor facility, Director General Grossi said, reiterating his demand that all such military activity cease., Thursday’s shelling occurred on the same day as the IAEA Director General briefed the United Nations Security Council about the worsening nuclear safety and security situation at the ZNPP over the past week, emphasizing the urgent need for the IAEA to be able to send an expert mission to carry out essential nuclear safety, security and safeguards work there., The IAEA has not been able to visit the ZNPP since before the conflict began almost half a year ago. Since early March, it is controlled by Russian forces, but the Ukrainian staff are continuing to operate the plant., In relation to safeguards, the IAEA is continuing to receive remote safeguards data from the sites of the four operational nuclear power plants (NPPs) in Ukraine, and its experts have now also restored full safeguards data transfer from the Chornobyl NPP after experiencing a period of partial loss of such transmission, Director General Grossi said., Ukraine also informed the IAEA today that ten of the country’s 15 nuclear energy reactors are currently connected to the grid, including two at the ZNPP, three at the Rivne NPP, three at the South Ukraine NPP, and two at the Khmelnytskyy NPP.",https://reliefweb.int/report/ukraine/update-91-iaea-director-general-statement-situation-ukraine-12-august-2022
Ukraine Situation Flash Update #25 (12 August 2022),Situation Report,UNHCR,"Coordination
Food and Nutrition
Health
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",12 Aug 2022,"KEY FIGURES, 6,377,256 individual refugees from Ukraine recorded across Europe, 3,822,552 refugees from Ukraine registered for Temporary Protection or similar national protection schemes in Europe, 10,623,910 border crossings from Ukraine, 4,506,002 border crossings to Ukraine ', BACKGROUND, Since the onset of the Russian invasion, nearly one-third of Ukrainians have been forced from their homes. This is one of the largest human displacement crises in the world today. Within Ukraine, over 6.6 million people remain displaced by the war. As of today, UNHCR estimates there are over 6.3 million refugees present across Europe. Over 3.8 million refugees from Ukraine have registered for temporary protection or similar national protection schemes.
More than 10.6 million movements out of Ukraine have been recorded since 24 February, with over 4.5 million movements back into the country., Inside Ukraine, many people who are trapped are unable to meet their basic needs including for food, water and medicines. The delivery of life-saving aid remains challenging, with a lack of safe humanitarian access in areas where intense fighting is ongoing. UNHCR and partners continue striving to reach hard-hit areas with life-saving assistance as part of inter-agency humanitarian convoys.",https://reliefweb.int/report/ukraine/ukraine-situation-flash-update-25-12-august-2022
